score_lr,score_diff_of_means
0.011495,0.367058
0.017840,0.378293
0.011976,0.369446
0.045226,0.406863
0.030192,0.390073
0.039665,0.395186
0.017350,0.376005
0.024020,0.389691
0.013230,0.370370
0.011401,0.378771
0.066377,0.411869
0.030990,0.392822
0.019477,0.386445
0.012920,0.372762
0.012787,0.374219
0.009047,0.359416
0.107589,0.420894
0.036790,0.397772
0.035448,0.389801
0.021312,0.385881
0.101168,0.425062
0.056058,0.414839
0.042989,0.400737
0.012248,0.360847
0.014878,0.366309
0.049377,0.401130
0.005748,0.351823
0.010722,0.365316
0.021722,0.380129
0.019947,0.380622
0.095407,0.421206
0.010340,0.366885
0.016915,0.377635
0.029771,0.393306
0.053641,0.416410
0.034467,0.398020
0.017092,0.379460
0.023869,0.387702
0.045061,0.402032
0.039356,0.395906
0.015163,0.375655
0.004985,0.356944
0.011000,0.369245
0.009347,0.359561
0.040890,0.400923
0.033796,0.394673
0.020168,0.380733
0.023050,0.386696
0.024490,0.383381
0.019360,0.378833
0.061730,0.408004
0.029183,0.389895
0.006746,0.339291
0.023553,0.381682
0.045199,0.400578
0.089181,0.426640
0.011520,0.368220
0.029146,0.391196
0.026902,0.387989
0.042420,0.400002
0.018227,0.380502
0.036025,0.402632
0.017166,0.380341
0.066763,0.404219
0.028119,0.389485
0.021057,0.381470
0.151262,0.436224
0.012964,0.373920
0.017520,0.378078
0.007529,0.361514
0.007764,0.363526
0.018234,0.378526
0.029758,0.393126
0.018329,0.377337
0.014277,0.367581
0.011591,0.372793
0.051746,0.409181
0.020378,0.382607
0.017183,0.378277
0.019854,0.380092
0.015792,0.373993
0.008570,0.357321
0.014486,0.371695
0.023057,0.384945
0.023028,0.386605
0.071469,0.416886
0.017797,0.380284
0.031915,0.395222
0.027486,0.387854
0.047693,0.404135
0.013850,0.358610
0.085349,0.420245
0.010040,0.367827
0.006408,0.358476
0.019597,0.392222
0.009896,0.367764
0.024707,0.389247
0.004625,0.356998
0.020126,0.383674
0.026627,0.388947
0.009533,0.365590
0.010042,0.360651
0.007797,0.356638
0.019428,0.383175
0.044048,0.398038
0.013421,0.370367
0.083679,0.420162
0.023300,0.386285
0.010225,0.362048
0.011920,0.370215
0.016500,0.376589
0.043637,0.412898
0.053603,0.408408
0.026317,0.386744
0.029593,0.390177
0.031838,0.389745
0.040001,0.400369
0.022677,0.383654
0.021237,0.375734
0.021382,0.377066
0.025167,0.386694
0.021658,0.382293
0.026624,0.387162
0.017091,0.376783
0.034135,0.392289
0.042933,0.399382
0.029912,0.392820
0.066313,0.410396
0.042923,0.399032
0.018636,0.378135
0.015915,0.376350
0.026784,0.387967
0.036982,0.402719
0.021362,0.379923
0.041635,0.401363
0.018849,0.379539
0.023240,0.383570
0.039671,0.402990
0.024227,0.383195
0.010619,0.358401
0.071204,0.419427
0.008099,0.369165
0.011649,0.366472
0.022356,0.381778
0.034087,0.406126
0.018983,0.381208
0.017334,0.370386
0.017782,0.376679
0.008107,0.355005
0.018310,0.376867
0.042074,0.401041
0.032858,0.393003
0.014304,0.374233
0.047158,0.393148
0.048577,0.405558
0.014972,0.373372
0.018848,0.368464
0.012585,0.367693
0.032360,0.386655
0.019090,0.381417
0.027670,0.390092
0.031712,0.390194
0.009449,0.355982
0.021357,0.383362
0.014310,0.374029
0.045791,0.401610
0.023714,0.385107
0.039927,0.392366
0.027099,0.386973
0.010923,0.369603
0.015363,0.372478
0.032386,0.397007
0.038894,0.398692
0.044854,0.404060
0.032649,0.394139
0.023954,0.389791
0.020153,0.388542
0.129091,0.433823
0.035109,0.394185
0.050064,0.397965
0.053075,0.406254
0.034110,0.392286
0.006599,0.356445
0.006186,0.351043
0.013359,0.368442
0.006684,0.360824
0.011459,0.350298
0.027987,0.382999
0.011296,0.364503
0.078022,0.423737
0.050124,0.401520
0.032714,0.386586
0.008395,0.359449
0.118944,0.438966
0.020849,0.386897
0.043233,0.403850
0.010248,0.361858
0.023418,0.387897
0.020877,0.376565
0.048068,0.408111
0.004522,0.346674
0.008377,0.353295
0.034207,0.393552
0.031873,0.394254
0.048446,0.406578
0.011540,0.377537
0.013406,0.373204
0.037438,0.396586
0.033170,0.392338
0.044445,0.403188
0.030088,0.385784
0.159303,0.433885
0.036659,0.396535
0.135414,0.431014
0.019869,0.381635
0.013435,0.375713
0.032537,0.392672
0.026838,0.385435
0.012602,0.367939
0.018051,0.376348
0.034225,0.393337
0.025599,0.400476
0.017707,0.374572
0.012206,0.369646
0.009794,0.368005
0.025212,0.381576
0.011446,0.356244
0.005693,0.345886
0.031684,0.390044
0.020110,0.376124
0.008287,0.356012
0.018280,0.375896
0.052857,0.404172
0.020430,0.382397
0.049859,0.402704
0.015284,0.372923
0.018695,0.375409
0.046109,0.407973
0.040249,0.392772
0.028572,0.391543
0.027116,0.394203
0.028079,0.389387
0.024840,0.386737
0.043853,0.394457
0.037758,0.401472
0.022322,0.385968
0.046688,0.402946
0.031898,0.391257
0.039186,0.396263
0.050257,0.402786
0.019659,0.378680
0.019392,0.377141
0.019066,0.376577
0.025205,0.384691
0.017659,0.378961
0.008755,0.364157
0.024836,0.382301
0.021392,0.382013
0.029689,0.397174
0.044713,0.406707
0.015259,0.364370
0.045876,0.401870
0.012429,0.368203
0.004829,0.351030
0.085388,0.422897
0.017254,0.375017
0.018067,0.377344
0.019436,0.371957
0.033115,0.401734
0.025764,0.387239
0.012689,0.360494
0.010073,0.364123
0.018173,0.378594
0.064888,0.413062
0.005090,0.356680
0.019659,0.377750
0.038994,0.401622
0.057048,0.406778
0.009486,0.361106
0.016053,0.371882
0.036804,0.395639
0.080281,0.415277
0.030160,0.385383
0.027420,0.386988
0.025263,0.390060
0.031093,0.391405
0.050229,0.406259
0.030959,0.388921
0.021876,0.378519
0.021000,0.391503
0.014000,0.373076
0.022642,0.384343
0.026365,0.386138
0.007873,0.358064
0.012689,0.369053
0.049594,0.405540
0.021345,0.383683
0.013952,0.372868
0.039752,0.393468
0.013039,0.376958
0.016719,0.377096
0.009015,0.364391
0.020542,0.386493
0.012777,0.367799
0.030320,0.392792
0.141783,0.438742
0.018106,0.379191
0.021485,0.385593
0.021301,0.382808
0.015575,0.373446
0.019303,0.383214
0.012960,0.373551
0.019254,0.382482
0.023923,0.382336
0.042937,0.400344
0.019980,0.380906
0.013918,0.367836
0.029942,0.389680
0.059407,0.406721
0.017853,0.374188
0.028284,0.387322
0.009244,0.364635
0.012357,0.368808
0.015068,0.371463
0.031069,0.392282
0.031448,0.387433
0.039485,0.401787
0.011432,0.370325
0.002378,0.345376
0.006946,0.348846
0.019712,0.377362
0.062108,0.414523
0.033922,0.394978
0.007453,0.358092
0.011057,0.369001
0.022166,0.387306
0.011380,0.360185
0.018896,0.384379
0.017185,0.391162
0.014280,0.375069
0.014824,0.373273
0.032394,0.389577
0.008735,0.364056
0.020629,0.384397
0.061319,0.412146
0.062728,0.412241
0.004933,0.343421
0.040665,0.396769
0.032412,0.395331
0.023223,0.385179
0.032588,0.393063
0.039373,0.399069
0.014025,0.370948
0.030696,0.392153
0.018263,0.383058
0.027997,0.390581
0.017949,0.375284
0.023048,0.383691
0.014593,0.368061
0.019656,0.383118
0.021326,0.383155
0.033546,0.392601
0.016481,0.375694
0.032776,0.389875
0.041745,0.399233
0.010775,0.365847
0.022155,0.384172
0.044042,0.399706
0.006687,0.357882
0.026687,0.386844
0.031011,0.391142
0.069464,0.412729
0.036890,0.394794
0.026600,0.383211
0.085648,0.420305
0.005439,0.352804
0.014525,0.370499
0.018415,0.385230
0.008132,0.359283
0.019872,0.384665
0.014084,0.379902
0.012791,0.380103
0.065807,0.416355
0.017608,0.389631
0.029765,0.393130
0.035598,0.397304
0.008175,0.344248
0.013618,0.372073
0.040963,0.398656
0.017813,0.379527
0.016788,0.376118
0.025754,0.389059
0.021273,0.382330
0.010789,0.363109
0.033909,0.392939
0.032159,0.389047
0.033307,0.392965
0.019970,0.376785
0.041892,0.406138
0.015772,0.377943
0.047197,0.399962
0.031600,0.391368
0.020510,0.378664
0.033658,0.392743
0.105256,0.424543
0.011530,0.364556
0.031776,0.391318
0.041725,0.398209
0.017613,0.379046
0.010746,0.356625
0.014514,0.366785
0.027789,0.389742
0.014733,0.384941
0.054907,0.407666
0.085592,0.418798
0.009395,0.366441
0.024245,0.381434
0.010525,0.365204
0.057146,0.408172
0.029212,0.398879
0.051446,0.405311
0.017606,0.377249
0.016392,0.370717
0.071406,0.409141
0.013919,0.363871
0.056801,0.408590
0.047154,0.402540
0.016011,0.361189
0.022207,0.386731
0.008102,0.359278
0.007206,0.363897
0.024141,0.386951
0.039544,0.395154
0.031446,0.391521
0.007492,0.362801
0.053648,0.405599
0.016814,0.377490
0.043678,0.399325
0.034619,0.393101
0.018184,0.380360
0.014766,0.379401
0.040133,0.390373
0.008796,0.354792
0.024140,0.390264
0.008634,0.364163
0.020148,0.385142
0.018261,0.377902
0.020182,0.377234
0.023583,0.379149
0.001943,0.328281
0.008658,0.357886
0.008895,0.358615
0.008847,0.359195
0.002087,0.327324
0.017999,0.378138
0.015915,0.378149
0.041759,0.401032
0.009089,0.362559
0.016439,0.378275
0.011501,0.358616
0.025722,0.384551
0.033374,0.397862
0.029541,0.388120
0.135062,0.436776
0.044725,0.404672
0.005638,0.349483
0.040731,0.411080
0.018480,0.380520
0.007835,0.354533
0.020065,0.382991
0.102122,0.435731
0.022052,0.384067
0.183365,0.448937
0.006057,0.348304
0.013051,0.370092
0.017830,0.379244
0.029945,0.390466
0.014423,0.367983
0.003577,0.338699
0.042596,0.399737
0.025244,0.380245
0.006908,0.345109
0.036094,0.395241
0.047250,0.403784
0.034439,0.392863
0.039424,0.395879
0.010548,0.365801
0.022527,0.387256
0.015221,0.373984
0.173493,0.438038
0.026490,0.388655
0.023507,0.382736
0.055666,0.405783
0.030115,0.389934
0.049381,0.403902
0.025879,0.386769
0.014152,0.370021
0.076865,0.414863
0.050709,0.404614
0.021936,0.383087
0.037084,0.399507
0.043154,0.399482
0.042137,0.398677
0.009761,0.362895
0.013602,0.373838
0.011462,0.368994
0.014947,0.371987
0.015453,0.371424
0.019275,0.375663
0.019930,0.379007
0.011753,0.372245
0.020976,0.383724
0.015312,0.376452
0.006021,0.346971
0.022089,0.384794
0.010297,0.358967
0.022980,0.386979
0.012727,0.369573
0.026020,0.384477
0.034373,0.406376
0.010457,0.358663
0.017833,0.380705
0.020007,0.377854
0.037494,0.396674
0.021587,0.381994
0.031394,0.391578
0.017360,0.383582
0.031796,0.392409
0.021693,0.381757
0.020054,0.378674
0.036345,0.395211
0.042179,0.395931
0.044772,0.402198
0.014411,0.369617
0.016749,0.376279
0.043649,0.397633
0.017843,0.374733
0.022486,0.380274
0.094637,0.417464
0.017202,0.375658
0.019918,0.381286
0.032679,0.393746
0.005916,0.353187
0.023788,0.384607
0.042661,0.400147
0.019209,0.380873
0.020070,0.380815
0.062195,0.411281
0.009570,0.368113
0.013516,0.366426
0.012724,0.370057
0.084451,0.428030
0.021979,0.380928
0.017689,0.371941
0.029923,0.389427
0.007929,0.360693
0.018199,0.381362
0.017940,0.370754
0.017845,0.372445
0.040216,0.397636
0.015580,0.371918
0.030670,0.399332
0.019370,0.377946
0.029499,0.402601
0.034575,0.395957
0.010345,0.367996
0.048464,0.403379
0.041317,0.398453
0.012273,0.369214
0.043757,0.404521
0.030972,0.392840
0.059631,0.412485
0.008808,0.364117
0.013364,0.371183
0.021455,0.382551
0.061517,0.410439
0.010382,0.357538
0.008019,0.354501
0.051718,0.401942
0.036495,0.394579
0.026833,0.386812
0.027010,0.390237
0.051728,0.404797
0.032639,0.392405
0.015584,0.377321
0.044243,0.405655
0.005022,0.349492
0.023490,0.386927
0.023905,0.384187
0.036028,0.409142
0.007849,0.362044
0.053704,0.415962
0.021295,0.382901
0.062867,0.409645
0.018455,0.380233
0.014360,0.371300
0.011115,0.378174
0.025876,0.385134
0.007605,0.360557
0.019641,0.384018
0.047628,0.403489
0.042734,0.399392
0.029252,0.388100
0.018894,0.385821
0.029849,0.392809
0.057351,0.408061
0.030803,0.389403
0.067322,0.411582
0.028370,0.386468
0.047326,0.400335
0.046519,0.394687
0.014465,0.371558
0.015321,0.371777
0.031266,0.397324
0.021743,0.382189
0.035003,0.390863
0.079880,0.419792
0.041071,0.397963
0.021785,0.381886
0.032092,0.392524
0.026366,0.385071
0.037957,0.392132
0.015663,0.377271
0.022268,0.375791
0.008555,0.364612
0.040167,0.398837
0.034323,0.392288
0.006007,0.345251
0.013061,0.364203
0.022101,0.385725
0.053239,0.405215
0.082724,0.424264
0.010055,0.356742
0.024800,0.378262
0.026305,0.385835
0.014587,0.363581
0.023778,0.372899
0.031945,0.391933
0.007644,0.360556
0.020245,0.384403
0.044625,0.399006
0.030506,0.390139
0.036459,0.398310
0.021878,0.376932
0.023293,0.381447
0.028881,0.389362
0.043941,0.399259
0.010454,0.362806
0.025888,0.382398
0.030437,0.389547
0.025716,0.386079
0.024361,0.382281
0.035831,0.389823
0.016768,0.375499
0.116815,0.431717
0.021918,0.370174
0.040250,0.398550
0.021668,0.375090
0.025981,0.382491
0.026343,0.391311
0.059190,0.410353
0.066633,0.409604
0.015620,0.379865
0.085909,0.422462
0.018238,0.368341
0.009264,0.360560
0.017567,0.373648
0.021269,0.383597
0.011322,0.366134
0.021361,0.383027
0.038898,0.398733
0.044951,0.399498
0.017892,0.377648
0.041655,0.400745
0.026264,0.387341
0.012071,0.372654
0.019237,0.379087
0.017462,0.374847
0.027728,0.404488
0.023051,0.383447
0.008088,0.367182
0.018900,0.385810
0.014271,0.369706
0.004097,0.353003
0.065494,0.416735
0.068767,0.414228
0.028752,0.395523
0.047605,0.400298
0.009980,0.363231
0.020933,0.384529
0.014658,0.373909
0.013837,0.374258
0.033422,0.393004
0.012117,0.365015
0.029389,0.391919
0.016623,0.375782
0.007399,0.356956
0.017378,0.385490
0.021682,0.392668
0.011939,0.372649
0.018358,0.382152
0.005768,0.353539
0.004140,0.350888
0.019708,0.380582
0.041544,0.398690
0.007266,0.355586
0.037109,0.398385
0.002965,0.336514
0.017698,0.380101
0.014381,0.376451
0.034802,0.390851
0.012817,0.367714
0.074946,0.415993
0.020444,0.371871
0.020578,0.381054
0.021938,0.384494
0.038719,0.396378
0.026174,0.384407
0.027167,0.382727
0.037403,0.399919
0.056126,0.400657
0.024296,0.390008
0.013395,0.378686
0.056704,0.405839
0.089703,0.421228
0.037452,0.396510
0.010410,0.363884
0.022226,0.387045
0.033678,0.389581
0.046383,0.400911
0.039061,0.396222
0.045467,0.401986
0.026529,0.389851
0.058428,0.405875
0.013949,0.370897
0.036987,0.394140
0.011688,0.364553
0.041225,0.397634
0.011902,0.364177
0.027288,0.386950
0.028298,0.388624
0.020649,0.383621
0.023902,0.385232
0.021516,0.381094
0.019995,0.379791
0.026619,0.390158
0.005562,0.347998
0.018681,0.372026
0.035938,0.393692
0.087239,0.419279
0.012439,0.367475
0.016850,0.365406
0.015678,0.370909
0.029659,0.390448
0.060888,0.409406
0.018137,0.378227
0.046342,0.396748
0.111723,0.418938
0.007871,0.360260
0.037344,0.392385
0.015366,0.369850
0.015382,0.372008
0.051158,0.410373
0.031697,0.391653
0.019793,0.377958
0.017733,0.376359
0.022530,0.380704
0.015532,0.370374
0.036509,0.394885
0.051904,0.406230
0.029530,0.388222
0.028519,0.387473
0.020705,0.379677
0.031548,0.395769
0.021229,0.381432
0.002496,0.338734
0.117154,0.433609
0.029885,0.388207
0.028365,0.388339
0.043194,0.404638
0.054675,0.416689
0.130975,0.429306
0.018766,0.377110
0.028726,0.389775
0.010435,0.361373
0.027236,0.392896
0.023790,0.383949
0.026915,0.392794
0.063753,0.415581
0.032507,0.392103
0.074730,0.416041
0.089387,0.416963
0.023489,0.387926
0.019515,0.384380
0.025384,0.384235
0.016928,0.367717
0.027137,0.386400
0.014771,0.372152
0.045685,0.401329
0.011806,0.360564
0.017407,0.381410
0.013799,0.369405
0.026603,0.378104
0.006215,0.354995
0.031259,0.386035
0.058292,0.409956
0.023092,0.385079
0.027334,0.389812
0.018054,0.379508
0.025706,0.387791
0.041258,0.397094
0.034774,0.395694
0.046591,0.401886
0.040276,0.398833
0.023842,0.383373
0.042175,0.400302
0.014808,0.373211
0.028997,0.388887
0.011161,0.368875
0.046698,0.404448
0.034317,0.394348
0.036278,0.393768
0.032948,0.392208
0.043791,0.400130
0.063249,0.418343
0.032970,0.395953
0.075532,0.419061
0.024789,0.396241
0.006042,0.352226
0.069553,0.414827
0.008521,0.367675
0.021408,0.381123
0.016672,0.373043
0.019928,0.378530
0.013660,0.368952
0.013158,0.369074
0.015728,0.374734
0.036253,0.396275
0.019780,0.381123
0.012029,0.368879
0.017908,0.380162
0.012352,0.367594
0.019060,0.380082
0.013786,0.372648
0.045579,0.402695
0.029351,0.390498
0.019289,0.374322
0.079403,0.416105
0.039599,0.399441
0.022345,0.385561
0.039957,0.394246
0.022449,0.385930
0.023554,0.386858
0.024418,0.390801
0.039885,0.396671
0.031083,0.399512
0.064731,0.408327
0.033619,0.399573
0.019552,0.378296
0.012294,0.375064
0.026671,0.386138
0.019918,0.380389
0.055632,0.419158
0.024176,0.384812
0.014700,0.371548
0.018614,0.376748
0.028987,0.388177
0.062834,0.408848
0.010422,0.365878
0.054433,0.407189
0.026109,0.386306
0.015294,0.374114
0.013897,0.378530
0.012942,0.381474
0.005775,0.368050
0.019120,0.388536
0.031455,0.394552
0.031479,0.390808
0.086644,0.428093
0.016545,0.376334
0.009982,0.367108
0.013254,0.371691
0.022240,0.377564
0.009610,0.359013
0.031273,0.393668
0.012823,0.375183
0.011333,0.370209
0.022401,0.385396
0.036867,0.394503
0.010888,0.367088
0.025646,0.387297
0.018674,0.381257
0.008239,0.350590
0.001546,0.322769
0.023183,0.377255
0.012362,0.362042
0.020413,0.382028
0.020058,0.376343
0.012773,0.376189
0.003578,0.341730
0.003787,0.351280
0.071559,0.422235
0.009133,0.360310
0.018980,0.386359
0.031377,0.390502
0.036046,0.394369
0.004362,0.346416
0.036438,0.398818
0.016692,0.370129
0.028467,0.390027
0.028186,0.389702
0.020421,0.378979
0.011444,0.367084
0.013042,0.369255
0.069917,0.411347
0.005442,0.346054
0.017149,0.381485
0.013118,0.364591
0.015090,0.379888
0.009969,0.366738
0.024766,0.385606
0.034358,0.395108
0.047984,0.401847
0.018290,0.377701
0.033181,0.392019
0.013230,0.362729
0.117804,0.426722
0.033457,0.390461
0.008561,0.355901
0.004089,0.342555
0.031359,0.392146
0.028956,0.397181
0.020571,0.381417
0.049575,0.403019
0.030319,0.390023
0.052887,0.406416
0.057265,0.408637
0.020124,0.380593
0.011640,0.364174
0.034393,0.393509
0.015059,0.373635
0.016664,0.374143
0.029324,0.391952
0.035528,0.393824
0.026919,0.390673
0.008498,0.374343
0.019328,0.384456
0.013693,0.368702
0.019297,0.380904
0.003621,0.354514
0.020498,0.396168
0.013566,0.375735
0.015283,0.380463
0.002994,0.337312
0.011753,0.370575
0.002813,0.343221
0.040432,0.398219
0.020682,0.385623
0.003215,0.340319
0.012790,0.367910
0.038378,0.395871
0.015463,0.376766
0.016441,0.377494
0.027608,0.388509
0.018293,0.380169
0.010106,0.366247
0.012045,0.365951
0.008679,0.367897
0.036728,0.397213
0.054881,0.404491
0.011498,0.367677
0.014342,0.373850
0.017393,0.378770
0.014561,0.379924
0.013760,0.362985
0.040371,0.397275
0.018821,0.380449
0.017355,0.376492
0.025646,0.392656
0.103481,0.429844
0.023683,0.399558
0.004887,0.355297
0.006187,0.353857
0.015445,0.387240
0.018728,0.377894
0.013899,0.373365
0.028776,0.388705
0.033660,0.391727
0.023718,0.385315
0.158222,0.451653
0.096393,0.419809
0.017091,0.385403
0.034551,0.393994
0.030069,0.392883
0.017686,0.380889
0.018302,0.377679
0.015798,0.372430
0.020543,0.379982
0.012798,0.368581
0.034684,0.394494
0.022397,0.380766
0.022361,0.382323
0.033684,0.395181
0.045501,0.400593
0.010662,0.361062
0.021131,0.380766
0.017541,0.375793
0.024804,0.387327
0.241029,0.456840
0.010094,0.364392
0.036880,0.399754
0.050879,0.406190
0.029686,0.391516
0.020512,0.380043
0.026815,0.392820
0.053166,0.405617
0.028845,0.389810
0.038523,0.395923
0.029523,0.389120
0.031201,0.392643
0.035450,0.394964
0.037679,0.397062
0.029729,0.392509
0.027556,0.386750
0.042931,0.401113
0.019726,0.383539
0.038443,0.402061
0.004443,0.346828
0.076183,0.414033
0.014295,0.371844
0.010597,0.362929
0.015737,0.374632
0.024554,0.381678
0.039324,0.402390
0.028835,0.388361
0.051064,0.409283
0.033483,0.388867
0.021570,0.385377
0.036979,0.396039
0.013890,0.376010
0.043520,0.399383
0.018082,0.379750
0.049488,0.404321
0.021876,0.387183
0.045954,0.401276
0.017054,0.374489
0.048273,0.404356
0.037648,0.395612
0.019235,0.374940
0.022750,0.380194
0.045726,0.402382
0.017231,0.375979
0.011777,0.363570
0.052593,0.405316
0.013164,0.374846
0.017091,0.376420
0.028952,0.388962
0.027797,0.388519
0.036987,0.395361
0.018820,0.376511
0.025077,0.384241
0.021442,0.380132
0.024590,0.386897
0.015038,0.371418
0.012086,0.365014
0.006192,0.360962
0.032553,0.392703
0.003227,0.353476
0.002294,0.346085
0.023809,0.384630
0.042182,0.398671
0.062137,0.408581
0.036724,0.401051
0.051021,0.405650
0.003400,0.348635
0.051213,0.402703
0.010765,0.364333
0.007014,0.347870
0.011559,0.366891
0.007297,0.361261
0.023792,0.384567
0.063334,0.418081
0.023804,0.386329
0.024502,0.384022
0.026532,0.389721
0.019965,0.386088
0.015885,0.379166
0.010154,0.365830
0.021219,0.386055
0.006444,0.359476
0.004296,0.343996
0.015609,0.379082
0.037402,0.392818
0.037710,0.394603
0.009390,0.355651
0.004697,0.340242
0.025274,0.393127
0.005428,0.356093
0.007106,0.353012
0.012704,0.368609
0.009342,0.358274
0.016969,0.373792
0.051480,0.401475
0.015195,0.367662
0.010374,0.369425
0.030249,0.391601
0.006532,0.359696
0.034922,0.402079
0.014209,0.372765
0.035275,0.393694
0.020312,0.380457
0.012346,0.367007
0.021001,0.378104
0.017925,0.380974
0.235766,0.449076
0.020501,0.380791
0.020456,0.381867
0.014111,0.370587
0.021377,0.385505
0.023357,0.387466
0.027116,0.386722
0.013520,0.374343
0.040808,0.398072
0.042428,0.401404
0.008090,0.358601
0.016653,0.374834
0.018447,0.378175
0.014098,0.378803
0.003230,0.344589
0.012707,0.369341
0.002288,0.330650
0.007885,0.362423
0.024615,0.390399
0.037405,0.394539
0.012437,0.372011
0.007872,0.356296
0.015805,0.375783
0.027447,0.394447
0.028804,0.389116
0.028343,0.387821
0.008159,0.352747
0.031127,0.390776
0.034618,0.395859
0.047401,0.402382
0.032681,0.394929
0.068405,0.415721
0.022007,0.383997
0.013519,0.364389
0.032058,0.392620
0.035371,0.395163
0.011422,0.363114
0.049864,0.400665
0.015689,0.377089
0.009280,0.363534
0.157513,0.445894
0.028174,0.392806
0.012548,0.365953
0.026435,0.386042
0.047980,0.401646
0.009463,0.363602
0.014867,0.371476
0.037034,0.396307
0.033922,0.395328
0.035341,0.398198
0.024188,0.385039
0.006554,0.360135
0.006265,0.349893
0.061595,0.412465
0.060487,0.412751
0.022521,0.377413
0.020492,0.371413
0.010743,0.368053
0.019909,0.383024
0.003802,0.347051
0.039772,0.397804
0.017142,0.376466
0.042640,0.401217
0.073228,0.422170
0.008362,0.360012
0.018234,0.374287
0.039149,0.395151
0.026646,0.389229
0.016185,0.375823
0.020926,0.383302
0.021161,0.378215
0.005925,0.360882
0.014989,0.372088
0.009999,0.364813
0.011305,0.362394
0.015132,0.382188
0.017057,0.376060
0.026099,0.389071
0.036348,0.395867
0.010065,0.361073
0.027434,0.392268
0.084677,0.424152
0.025504,0.388785
0.012546,0.372287
0.053031,0.403745
0.024300,0.384728
0.022524,0.384375
0.010592,0.361362
0.030111,0.383720
0.023062,0.384028
0.033015,0.392735
0.054073,0.432944
0.025145,0.392302
0.012857,0.384544
0.016520,0.380256
0.019802,0.376916
0.035208,0.407165
0.016667,0.375737
0.003076,0.337193
0.020463,0.373250
0.095480,0.439163
0.040357,0.393816
0.023696,0.380637
0.018381,0.382455
0.032855,0.391160
0.028039,0.391776
0.006281,0.344622
0.015022,0.371715
0.011023,0.368134
0.028946,0.387649
0.023755,0.389229
0.022456,0.381690
0.053940,0.406851
0.006773,0.361453
0.021227,0.385655
0.003921,0.352370
0.015271,0.371959
0.035801,0.385550
0.022728,0.377168
0.031252,0.391027
0.017432,0.381299
0.004704,0.355568
0.005399,0.345846
0.022943,0.383669
0.027525,0.385993
0.018370,0.373892
0.038137,0.401588
0.043141,0.398282
0.017316,0.381819
0.013528,0.371820
0.015519,0.376550
0.035954,0.394183
0.026261,0.388571
0.017051,0.374249
0.020561,0.388122
0.019484,0.387798
0.063111,0.413917
0.012373,0.363321
0.022844,0.381164
0.039088,0.397731
0.034438,0.407782
0.011002,0.372189
0.013175,0.372169
0.011995,0.371890
0.013803,0.373222
0.053297,0.408100
0.027420,0.399671
0.031507,0.391900
0.041563,0.402209
0.050808,0.404685
0.009266,0.359501
0.019655,0.378357
0.020914,0.380274
0.019612,0.377987
0.015987,0.369866
0.025660,0.377696
0.042979,0.401753
0.020801,0.383217
0.009759,0.361449
0.006492,0.345388
0.002520,0.336774
0.010639,0.366075
0.017251,0.374370
0.028289,0.391980
0.019098,0.377205
0.010666,0.359523
0.029221,0.393577
0.022422,0.382928
0.022182,0.382127
0.035153,0.393964
0.015625,0.370658
0.027094,0.380591
0.039600,0.398003
0.006984,0.358860
0.059944,0.402176
0.020620,0.385345
0.036557,0.398796
0.010034,0.358600
0.016746,0.374682
0.010515,0.365302
0.017235,0.374930
0.008515,0.357948
0.025143,0.382947
0.020033,0.379522
0.012783,0.368725
0.024197,0.382134
0.024146,0.386379
0.031157,0.391308
0.020543,0.379997
0.006965,0.353665
0.011416,0.368925
0.021267,0.385606
0.006901,0.359983
0.045543,0.407025
0.023672,0.394747
0.014035,0.366631
0.016915,0.379703
0.009160,0.361163
0.014899,0.364368
0.006943,0.357541
0.006827,0.362910
0.136510,0.449558
0.103262,0.430064
0.030175,0.391545
0.035900,0.398616
0.031760,0.390689
0.029275,0.390751
0.036914,0.392190
0.030842,0.389822
0.012484,0.364954
0.071836,0.417883
0.013419,0.368721
0.017884,0.386067
0.020446,0.382812
0.015182,0.378209
0.019605,0.380947
0.039254,0.399679
0.003078,0.339289
0.036511,0.397715
0.021707,0.385794
0.069080,0.408791
0.029053,0.390569
0.005103,0.352806
0.047138,0.406741
0.161126,0.438684
0.062861,0.417882
0.016394,0.375356
0.034494,0.397505
0.034460,0.388251
0.037574,0.392649
0.029328,0.391110
0.011212,0.371540
0.039083,0.401916
0.141106,0.431258
0.014973,0.372370
0.008546,0.374035
0.049317,0.400983
0.043595,0.397439
0.026571,0.383604
0.013493,0.371711
0.040163,0.394707
0.019085,0.383322
0.030102,0.389688
0.020727,0.384952
0.009201,0.354490
0.023474,0.381623
0.048248,0.384997
0.022128,0.384137
0.012396,0.370746
0.014122,0.373604
0.030676,0.388833
0.016408,0.382792
0.063537,0.409659
0.007060,0.355929
0.021155,0.382101
0.027441,0.391533
0.009127,0.355516
0.031931,0.388088
0.012631,0.373660
0.084454,0.416341
0.012526,0.368545
0.041567,0.400432
0.023403,0.387814
0.048234,0.402678
0.026276,0.386050
0.027841,0.396025
0.000661,0.300693
0.006653,0.345807
0.032587,0.394510
0.007881,0.353994
0.018925,0.378084
0.015449,0.376806
0.003951,0.347062
0.019380,0.382671
0.060647,0.422387
0.036960,0.396103
0.012138,0.361513
0.015865,0.375338
0.037368,0.393003
0.016526,0.376518
0.035935,0.401352
0.035251,0.390031
0.027069,0.391896
0.007003,0.366971
